Yıl,İl,Toplam,Erkek,Kadın
1990,Yozgat,579150,282399,296751
1990,Zonguldak,1073560,526041,547519
1985,Adana,1725940,875164,850776
1985,Adıyaman,430728,217195,213533
1985,Afyonkarahisar,666978,333328,333650
1985,Ağrı,421131,218488,202643
1985,Amasya,358289,181925,176364
1985,Ankara,3306327,1702805,1603522
1985,Antalya,891149,455345,435804
1985,Artvin,226338,110557,115781
1985,Aydın,743419,372382,371037
1985,Balıkesir,910282,463480,446802
1985,Bilecik,160909,83868,77041
1985,Bingöl,241548,120075,121473
1985,Bitlis,300843,156224,144619
1985,Bolu,504778,250806,253972
1985,Burdur,248002,125457,122545
1985,Bursa,1324015,669134,654881
1985,Çanakkale,417121,218895,198226
1985,Çankırı,263964,129903,134061
1985,Çorum,599204,290159,309045
1985,Denizli,667478,335364,332114
1985,Diyarbakır,934505,480703,453802
1985,Edirne,389638,209988,179650
1985,Elazığ,483715,242277,241438
1985,Erzincan,299985,154811,145174
1985,Erzurum,856175,435276,420899
1985,Eskişehir,597397,301562,295835
1985,Gaziantep,966490,490022,476468
1985,Giresun,502151,243372,258779
1985,Gümüşhane,283753,135693,148060
1985,Hakkari,182645,100715,81930
1985,Hatay,1002252,506296,495956
1985,Isparta,382844,198171,184673
1985,İstanbul,5842985,3041847,2801138
1985,İzmir,2317829,1198236,1119593
1985,Kahramanmaraş,840472,426554,413918
1985,Kars,722431,367269,355162
1985,Kastamonu,450353,216132,234221
1985,Kayseri,864060,430545,433515
1985,Kırklareli,297098,161561,135537
1985,Kırşehir,260156,125704,134452
1985,Kocaeli,742245,383691,358554
1985,Konya,1769050,878563,890487
1985,Kütahya,543384,273694,269690
1985,Malatya,665809,338191,327618
1985,Manisa,1050130,531281,518849
1985,Mardin,652069,332812,319257
1985,Mersin,1034085,527092,506993
1985,Muğla,486290,249156,237134
1985,Muş,339492,174542,164950
1985,Nevşehir,278129,136300,141829
1985,Niğde,560386,272207,288179
1985,Ordu,763857,367961,395896
1985,Rize,374206,181001,193205
1985,Sakarya,610500,307106,303394
1985,Samsun,1108710,541783,566927
1985,Siirt,524741,267488,257253
1985,Sinop,280140,133203,146937
1985,Sivas,772209,382806,389403
1985,Şanlıurfa,795034,410918,384116
1985,Tekirdağ,402721,218786,183935
1985,Tokat,679071,333590,345481
1985,Trabzon,786194,380147,406047
1985,Tunceli,151906,75288,76618
1985,Uşak,271261,134066,137195
1985,Van,547216,280658,266558
1985,Yozgat,545301,263093,282208
1985,Zonguldak,1044945,519264,525681
1980,Adana,1485743,750217,735526
1980,Adıyaman,367595,185049,182546
1980,Afyonkarahisar,597516,306426,291090
1980,Ağrı,368009,193313,174696
1980,Amasya,341287,172439,168848
1980,Ankara,2854689,1466584,1388105
1980,Antalya,748706,376863,371843
1980,Artvin,228997,112606,116391
1980,Aydın,652488,326599,325889
1980,Balıkesir,853177,433525,419652
1980,Bilecik,147001,74592,72409
1980,Bingöl,228702,117134,111568
1980,Bitlis,257908,135116,122792
1980,Bolu,471751,234368,237383
1980,Burdur,235009,117430,117579
1980,Bursa,1148492,579747,568745
1980,Çanakkale,391568,204583,186985
1980,Çankırı,258436,125798,132638
1980,Çorum,571831,279521,292310
1980,Denizli,603338,298426,304912
1980,Diyarbakır,778150,403603,374547
1980,Edirne,363286,195638,167648
1980,Elazığ,440808,221116,219692
1980,Erzincan,282022,143530,138492
1980,Erzurum,801809,411682,390127
1980,Eskişehir,543802,275608,268194
1980,Gaziantep,808697,409302,399395
1980,Giresun,480083,232002,248081
1980,Gümüşhane,275191,130198,144993
1980,Hakkari,155463,84056,71407
1980,Hatay,856271,437823,418448
1980,Isparta,350116,182383,167733
1980,İstanbul,4741890,2482247,2259643
1980,İzmir,1976763,1021989,954774
1980,Kahramanmaraş,738032,377607,360425
1980,Kars,700238,359274,340964
1980,Kastamonu,450946,216207,234739
1980,Kayseri,778383,389220,389163
1980,Kırklareli,283408,153245,130163
1980,Kırşehir,240497,114963,125534
1980,Kocaeli,596899,311837,285062
1980,Konya,1562139,776502,785637
1980,Kütahya,497089,251251,245838
1980,Malatya,606996,308860,298136
1980,Manisa,941941,475195,466746
1980,Mardin,564967,288385,276582
1980,Mersin,843931,429721,414210
1980,Muğla,438145,220966,217179
1980,Muş,302406,156610,145796
1980,Nevşehir,256933,124869,132064
1980,Niğde,512071,249631,262440
1980,Ordu,713535,350431,363104
1980,Rize,361258,173651,187607
1980,Sakarya,548747,276046,272701
1980,Samsun,1008113,495498,512615
1980,Siirt,445483,230253,215230
1980,Sinop,276242,133392,142850
1980,Sivas,750144,372771,377373
1980,Şanlıurfa,602736,311717,291019
1980,Tekirdağ,360742,193734,167008
1980,Tokat,624508,317422,307086
1980,Trabzon,731045,349503,381542
1980,Tunceli,157974,79227,78747
1980,Uşak,247224,120252,126972
1980,Van,468646,244802,223844
1980,Yozgat,504433,245702,258731
1980,Zonguldak,954512,475105,479407
1975,Adana,1240475,639034,601441
1975,Adıyaman,346892,178152,168740
1975,Afyonkarahisar,579171,291388,287783
1975,Ağrı,330201,176676,153525
1975,Amasya,322806,165473,157333
1975,Ankara,2585293,1359373,1225920
1975,Antalya,669357,342365,326992
1975,Artvin,228026,113829,114197
1975,Aydın,609869,309516,300353
1975,Balıkesir,789255,408133,381122
1975,Bilecik,137120,68686,68434
1975,Bingöl,210804,110954,99850
1975,Bitlis,218305,115955,102350
1975,Bolu,428704,215800,212904
1975,Burdur,222896,112161,110735
1975,Bursa,961639,490506,471133
1975,Çanakkale,369385,193590,175795
1975,Çankırı,265468,132240,133228
1975,Çorum,547580,274050,273530
1975,Denizli,560916,281186,279730
1975,Diyarbakır,651233,343797,307436
1975,Edirne,340732,182944,157788
1975,Elazığ,417924,216639,201285
1975,Erzincan,283683,144959,138724
1975,Erzurum,746666,389557,357109
1975,Eskişehir,495097,254173,240924
1975,Gaziantep,715939,369748,346191
1975,Giresun,463587,228967,234620
1975,Gümüşhane,293673,142353,151320
1975,Hakkari,126036,68264,57772
1975,Hatay,744113,390908,353205
1975,Isparta,322685,167062,155623
1975,İstanbul,3904588,2064250,1840338
1975,İzmir,1673966,868403,805563
1975,Kahramanmaraş,641480,330443,311037
1975,Kars,707398,369733,337665
1975,Kastamonu,438243,214148,224095
1975,Kayseri,676809,342613,334196
1975,Kırklareli,268399,149178,119221
1975,Kırşehir,232853,113990,118863
1975,Kocaeli,477736,254643,223093
1975,Konya,1422461,714286,708175
1975,Kütahya,470423,242340,228083
1975,Malatya,574558,294992,279566
1975,Manisa,872375,440674,431701
1975,Mardin,519687,269675,250012
1975,Mersin,714817,369269,345548
1975,Muğla,400796,201664,199132
1975,Muş,267203,138880,128323
1975,Nevşehir,249308,124927,124381
1975,Niğde,463121,230905,232216
1975,Ordu,664290,332018,332272
1975,Rize,336278,165016,171262
1975,Sakarya,495649,253371,242278
1975,Samsun,906381,454837,451544
1975,Siirt,381503,201023,180480
1975,Sinop,267605,129447,138158
1975,Sivas,741713,375507,366206
1975,Şanlıurfa,597277,312415,284862
1975,Tekirdağ,319987,170643,149344
1975,Tokat,599166,305071,294095
1975,Trabzon,719008,354636,364372
1975,Tunceli,164591,82759,81832
1975,Uşak,229679,116149,113530
1975,Van,386314,203229,183085
1975,Yozgat,500371,248490,251881
1975,Zonguldak,836156,426668,409488
1970,Adana,1035377,526796,508581
1970,Adıyaman,303511,152237,151274
1970,Afyonkarahisar,542111,265196,276915
1970,Ağrı,290311,152253,138058
1970,Amasya,307025,154843,152182
1970,Ankara,2041658,1067437,974221
1970,Antalya,577334,287376,289958
1970,Artvin,225869,110613,115256
1970,Aydın,564802,281589,283213
1970,Balıkesir,749669,382287,367382
1970,Bilecik,138856,69240,69616
1970,Bingöl,177951,91480,86471
1970,Bitlis,185473,98012,87461
1970,Bolu,403766,197954,205812
1970,Burdur,210335,104270,106065
1970,Bursa,847884,423941,423943
1970,Çanakkale,360764,188554,172210
1970,Çankırı,261367,125807,135560
1970,Çorum,518366,253746,264620
1970,Denizli,511160,250178,260982
1970,Diyarbakır,581208,302237,278971
1970,Edirne,316425,165161,151264
1970,Elazığ,376915,191283,185632
1970,Erzincan,276122,139643,136479
1970,Erzurum,684951,348024,336927
1970,Eskişehir,459367,231671,227696
1970,Gaziantep,606540,308154,298386
1970,Giresun,451679,215932,235747
1970,Gümüşhane,282238,133580,148658
1970,Hakkari,102312,54813,47499
1970,Hatay,591064,303068,287996
1970,Isparta,300029,151283,148746
1970,İstanbul,3019032,1624658,1394374
1970,İzmir,1427173,739429,687744
1970,Kahramanmaraş,528982,266819,262163
1970,Kars,660018,335249,324769
1970,Kastamonu,446601,214490,232111
1970,Kayseri,598693,293904,304789
1970,Kırklareli,257131,136509,120622
1970,Kırşehir,214932,103170,111762
1970,Kocaeli,385408,204040,181368
1970,Konya,1280239,632610,647629
1970,Kütahya,439967,224041,215926
1970,Malatya,510979,256777,254202
1970,Manisa,805650,405339,400311
1970,Mardin,453092,230638,222454
1970,Mersin,590943,300197,290746
1970,Muğla,368776,183738,185038
1970,Muş,234250,120494,113756
1970,Nevşehir,229830,109886,119944
1970,Niğde,408441,197665,210776
1970,Ordu,608721,298842,309879
1970,Rize,315700,150099,165601
1970,Sakarya,459052,228431,230621
1970,Samsun,821183,404163,417020
1970,Siirt,320684,166247,154437
1970,Sinop,265655,127999,137656
1970,Sivas,731921,358440,373481
1970,Şanlıurfa,538131,274765,263366
1970,Tekirdağ,302946,159917,143029
1970,Tokat,540855,269089,271766
1970,Trabzon,659120,312736,346384
1970,Tunceli,157293,78064,79229
1970,Uşak,207512,100593,106919
1970,Van,325763,171232,154531
1970,Yozgat,464410,226949,237461
1970,Zonguldak,743654,371109,372545
1965,Adana,902712,466032,436680
1965,Adıyaman,267288,136615,130673
1965,Afyonkarahisar,502248,250478,251770
1965,Ağrı,246961,130396,116565
1965,Amasya,285729,148016,137713
1965,Ankara,1644302,872680,771622
1965,Antalya,486910,244939,241971
1965,Artvin,210065,102630,107435
1965,Aydın,524918,262021,262897
1965,Balıkesir,708342,365959,342383
1965,Bilecik,139041,68900,70141
1965,Bingöl,150521,77758,72763
1965,Bitlis,154069,80996,73073
1965,Bolu,383939,189663,194276
1965,Burdur,194950,98137,96813
1965,Bursa,755504,379055,376449
1965,Çanakkale,350317,182806,167511
1965,Çankırı,250706,120131,130575
1965,Çorum,485567,240576,244991
1965,Denizli,463369,230468,232901
1965,Diyarbakır,475916,249874,226042
1965,Edirne,303234,157377,145857
1965,Elazığ,322727,165636,157091
1965,Erzincan,258586,129233,129353
1965,Erzurum,628001,324977,303024
1965,Eskişehir,415101,210949,204152
1965,Gaziantep,511026,262815,248211
1965,Giresun,428015,207320,220695
1965,Gümüşhane,262731,123907,138824
1965,Hakkari,83937,45680,38257
1965,Hatay,506154,266594,239560
1965,Isparta,266240,136333,129907
1965,İstanbul,2293823,1243900,1049923
1965,İzmir,1234667,641118,593549
1965,Kahramanmaraş,438423,222104,216319
1965,Kars,606313,312952,293361
1965,Kastamonu,441638,209389,232249
1965,Kayseri,536206,266972,269234
1965,Kırklareli,258386,137823,120563
1965,Kırşehir,196836,95762,101074
1965,Kocaeli,335518,177915,157603
1965,Konya,1122622,560069,562553
1965,Kütahya,398081,200954,197127
1965,Malatya,452624,230274,222350
1965,Manisa,748545,381798,366747
1965,Mardin,397880,205313,192567
1965,Mersin,511273,262008,249265
1965,Muğla,334973,166339,168634
1965,Muş,198716,103298,95418
1965,Nevşehir,203316,98083,105233
1965,Niğde,362444,177689,184755
1965,Ordu,543863,268141,275722
1965,Rize,281099,130070,151029
1965,Sakarya,404078,203896,200182
1965,Samsun,755946,379635,376311
1965,Siirt,264832,139686,125146
1965,Sinop,266069,128830,137239
1965,Sivas,705186,350377,354809
1965,Şanlıurfa,450798,230612,220186
1965,Tekirdağ,287381,150140,137241
1965,Tokat,495352,251748,243604
1965,Trabzon,595782,281583,314199
1965,Tunceli,154175,78112,76063
1965,Uşak,190536,94315,96221
1965,Van,266840,142446,124394
1965,Yozgat,437883,217744,220139
1965,Zonguldak,650191,326918,323273
1960,Adana,760803,395283,365520
1960,Adıyaman,233717,119454,114263
1960,Afyonkarahisar,459115,230220,228895
1960,Ağrı,215118,113381,101737
1960,Amasya,257281,134725,122556
1960,Ankara,1321380,712768,608612
1960,Antalya,416130,206690,209440
1960,Artvin,196301,96463,99838
1960,Aydın,467341,233400,233941
1960,Balıkesir,670669,346290,324379
1960,Bilecik,145699,71594,74105
1960,Bingöl,131364,67905,63459
1960,Bitlis,128966,67760,61206
1960,Bolu,353004,173623,179381
1960,Burdur,179514,90057,89457
1960,Bursa,693894,348324,345570
1960,Çanakkale,337610,176088,161522
1960,Çankırı,241452,116722,124730
1960,Çorum,446389,223295,223094
1960,Denizli,425449,211121,214328
1960,Diyarbakır,401884,208650,193234
1960,Edirne,276479,142130,134349
1960,Elazığ,278332,141583,136749
1960,Erzincan,243005,122282,120723
1960,Erzurum,568864,296897,271967
1960,Eskişehir,368827,189790,179037
1960,Gaziantep,434579,223508,211071
1960,Giresun,381453,183442,198011
1960,Gümüşhane,243115,114861,128254
1960,Hakkari,67766,36332,31434
1960,Hatay,441209,232990,208219
1960,Isparta,242352,123471,118881
1960,İstanbul,1882092,1028130,853962
1960,İzmir,1063490,552498,510992
1960,Kahramanmaraş,389857,197607,192250
1960,Kars,543600,282204,261396
1960,Kastamonu,433620,205756,227864
1960,Kayseri,480387,241655,238732
1960,Kırklareli,241146,126244,114902
1960,Kırşehir,175749,86123,89626
1960,Kocaeli,297463,159813,137650
1960,Konya,982422,491102,491320
1960,Kütahya,367753,186299,181454
1960,Malatya,394172,198990,195182
1960,Manisa,657104,334446,322658
1960,Mardin,353411,181646,171765
1960,Mersin,444523,227666,216857
1960,Muğla,299611,148008,151603
1960,Muş,167638,87402,80236
1960,Nevşehir,187398,92062,95336
1960,Niğde,322917,159443,163474
1960,Ordu,469379,230447,238932
1960,Rize,248930,113345,135585
1960,Sakarya,361992,184463,177529
1960,Samsun,654602,330141,324461
1960,Siirt,232243,121732,110511
1960,Sinop,249730,121609,128121
1960,Sivas,669922,336071,333851
1960,Şanlıurfa,401919,205907,196012
1960,Tekirdağ,274806,143013,131793
1960,Tokat,437590,221131,216459
1960,Trabzon,532999,251086,281913
1960,Tunceli,140068,71086,68982
1960,Uşak,184733,91405,93328
1960,Van,211034,111246,99788
1960,Yozgat,402400,202830,199570
1960,Zonguldak,569059,290293,278766
1955,Adana,628505,325385,303120
1955,Adıyaman,208755,107342,101413
1955,Afyonkarahisar,406166,200404,205762
1955,Ağrı,181348,96538,84810
1955,Amasya,227044,116326,110718
1955,Ankara,1120864,604887,515977
1955,Antalya,357568,175844,181724
1955,Artvin,176845,85677,91168
1955,Aydın,414564,207403,207161
1955,Balıkesir,612013,312588,299425
1955,Bilecik,139233,67961,71272
1955,Bingöl,113341,59517,53824
1955,Bitlis,111187,58479,52708
1955,Bolu,318219,153673,164546
1955,Burdur,157183,77335,79848
1955,Bursa,598898,298083,300815
1955,Çanakkale,311456,162797,148659
1955,Çankırı,228132,109314,118818
1955,Çorum,401547,197643,203904
1955,Denizli,368294,179342,188952
1955,Diyarbakır,343903,177833,166070
1955,Edirne,252190,129453,122737
1955,Elazığ,242279,124224,118055
1955,Erzincan,215592,105368,110224
1955,Erzurum,519976,278943,241033
1955,Eskişehir,323511,165566,157945
1955,Gaziantep,376969,194842,182127
1955,Giresun,334297,157930,176367
1955,Gümüşhane,211563,99184,112379
1955,Hakkari,54824,29376,25448
1955,Hatay,363631,191777,171854
1955,Isparta,212080,104465,107615
1955,İstanbul,1533822,858565,675257
1955,İzmir,910496,469816,440680
1955,Kahramanmaraş,336797,172568,164229
1955,Kars,487844,259215,228629
1955,Kastamonu,393739,184303,209436
1955,Kayseri,422010,210707,211303
1955,Kırklareli,222856,116831,106025
1955,Kocaeli,253174,136816,116358
1955,Konya,847723,421040,426683
1955,Kütahya,330978,166682,164296
1955,Malatya,342835,174198,168637
1955,Manisa,562155,283943,278212
1955,Mardin,305520,156000,149520
1955,Mersin,371667,188251,183416
1955,Muğla,267579,130712,136867
1955,Muş,136401,71468,64933
1955,Nevşehir,239054,116592,122462
1955,Niğde,285448,140390,145058
1955,Ordu,407687,198502,209185
1955,Rize,211967,92142,119825
1955,Sakarya,297108,150352,146756
1955,Samsun,549156,274558,274598
1955,Siirt,191234,100934,90300
1955,Sinop,239027,114513,124514
1955,Sivas,590869,290486,300383
1955,Şanlıurfa,348199,178635,169564
1955,Tekirdağ,251071,127925,123146
1955,Tokat,388727,193751,194976
1955,Trabzon,462249,214478,247771
1955,Tunceli,121743,61775,59968
1955,Uşak,165374,81393,83981
1955,Van,175250,93090,82160
1955,Yozgat,391880,195999,195881
1955,Zonguldak,491147,251292,239855
1950,Adana,508518,264565,243953
1950,Afyonkarahisar,372273,185538,186735
1950,Ağrı,155455,80355,75100
1950,Amasya,163669,83953,79716
1950,Ankara,819693,433371,386322
1950,Antalya,311442,152843,158599
1950,Artvin,174977,85154,89823
1950,Aydın,335663,167253,168410
1950,Balıkesir,563221,285346,277875
1950,Bilecik,137030,67661,69369
1950,Bingöl,97328,53082,44246
1950,Bitlis,88634,46574,42060
1950,Bolu,303111,147266,155845
1950,Burdur,136555,66928,69627
1950,Bursa,545919,272239,273680
1950,Çanakkale,289429,148875,140554
1950,Çankırı,217188,104340,112848
1950,Çorum,341353,170001,171352
1950,Denizli,340277,165883,174394
1950,Diyarbakır,293738,150509,143229
1950,Edirne,221268,111446,109822
1950,Elazığ,213330,109064,104266
1950,Erzincan,197770,95721,102049
1950,Erzurum,461090,239377,221713
1950,Eskişehir,276164,139561,136603
1950,Gaziantep,328343,165434,162909
1950,Giresun,299555,139236,160319
1950,Gümüşhane,203994,97471,106523
1950,Hakkari,44207,23685,20522
1950,Hatay,296799,152750,144049
1950,Isparta,186316,89466,96850
1950,İstanbul,1166477,615308,551169
1950,İzmir,768411,388744,379667
1950,Kahramanmaraş,288843,145364,143479
1950,Kars,410236,210044,200192
1950,Kastamonu,412016,192548,219468
1950,Kayseri,403861,199196,204665
1950,Kırklareli,191376,97724,93652
1950,Kırşehir,181899,90891,91008
1950,Kocaeli,474644,244824,229820
1950,Konya,741026,364553,376473
1950,Kütahya,422815,208492,214323
1950,Malatya,483568,243578,239990
1950,Manisa,520091,267195,252896
1950,Mardin,269490,137861,131629
1950,Mersin,317929,158906,159023
1950,Muğla,241640,122172,119468
1950,Muş,107286,55383,51903
1950,Niğde,331470,163235,168235
1950,Ordu,373028,181051,191977
1950,Rize,181512,76938,104574
1950,Samsun,475660,238671,236989
1950,Siirt,156703,82773,73930
1950,Sinop,225621,109011,116610
1950,Sivas,542004,269347,272657
1950,Şanlıurfa,298394,151339,147055
1950,Tekirdağ,224821,113990,110831
1950,Tokat,388923,194356,194567
1950,Trabzon,420279,196164,224115
1950,Tunceli,105759,54204,51555
1950,Van,145944,78304,67640
1950,Yozgat,324469,163718,160751
1950,Zonguldak,426684,216254,210430
1945,Adana,418740,215750,202990
1945,Afyonkarahisar,335609,165333,170276
1945,Ağrı,133504,69670,63834
1945,Amasya,147870,75167,72703
1945,Ankara,695526,370768,324758
1945,Antalya,278178,134714,143464
1945,Artvin,159328,76087,83241
1945,Aydın,294407,142929,151478
1945,Balıkesir,524748,264340,260408
1945,Bilecik,136053,65602,70451
1945,Bingöl,75510,38026,37484
1945,Bitlis,71950,37910,34040
1945,Bolu,276367,132189,144178
1945,Burdur,125792,60423,65369
1945,Bursa,491899,242727,249172
1945,Çanakkale,317254,183526,133728
1945,Çankırı,197356,94754,102602
1945,Çorum,312723,153753,158970
1945,Denizli,315934,150139,165795
1945,Diyarbakır,249949,127466,122483
1945,Edirne,198271,99378,98893
1945,Elazığ,198081,101147,96934
1945,Erzincan,171868,83261,88607
1945,Erzurum,395876,203943,191933
1945,Eskişehir,244251,126367,117884
1945,Gaziantep,290058,148481,141577
1945,Giresun,283626,133784,149842
1945,Gümüşhane,190130,91286,98844
1945,Hakkari,35124,18201,16923
1945,Hatay,254141,130870,123271
1945,Isparta,172543,82620,89923
1945,İstanbul,1078399,593494,484905
1945,İzmir,673581,342951,330630
1945,Kahramanmaraş,261550,133126,128424
1945,Kars,381176,203826,177350
1945,Kastamonu,385410,177797,207613
1945,Kayseri,370089,183775,186314
1945,Kırklareli,178203,91099,87104
1945,Kırşehir,157565,75653,81912
1945,Kocaeli,416058,216318,199740
1945,Konya,661877,325452,336425
1945,Kütahya,384625,185525,199100
1945,Malatya,428660,214822,213838
1945,Manisa,472789,234013,238776
1945,Mardin,234457,118071,116386
1945,Mersin,279484,138601,140883
1945,Muğla,220678,107440,113238
1945,Muş,82699,41139,41560
1945,Niğde,296584,145334,151250
1945,Ordu,333008,161873,171135
1945,Rize,171929,72237,99692
1945,Samsun,407541,205328,202213
1945,Siirt,133627,69766,63861
1945,Sinop,205276,98758,106518
1945,Sivas,490493,243590,246903
1945,Şanlıurfa,263855,133595,130260
1945,Tekirdağ,202606,100908,101698
1945,Tokat,340749,169365,171384
1945,Trabzon,395384,184632,210752
1945,Tunceli,90446,45814,44632
1945,Van,127858,69362,58496
1945,Yozgat,287371,143300,144071
1945,Zonguldak,383481,199005,184476
1940,Adana,375777,192202,183575
1940,Afyonkarahisar,316034,149538,166496
1940,Ağrı,121477,64093,57384
1940,Amasya,136029,67120,68909
1940,Ankara,602965,305626,297339
1940,Antalya,256366,123397,132969
1940,Artvin,153273,74410,78863
1940,Aydın,281784,135516,146268
1940,Balıkesir,482827,234620,248207
1940,Bilecik,127977,60020,67957
1940,Bingöl,70184,34858,35326
1940,Bitlis,68825,36051,32774
1940,Bolu,257393,117898,139495
1940,Burdur,119498,57065,62433
1940,Bursa,461648,220945,240703
1940,Çanakkale,304588,177485,127103
1940,Çankırı,183782,82786,100996
1940,Çorum,302745,145309,157436
1940,Denizli,285225,132923,152302
1940,Diyarbakır,257321,133050,124271
1940,Edirne,251373,148606,102767
1940,Elazığ,190366,96580,93786
1940,Erzincan,158498,78015,80483
1940,Erzurum,371394,190485,180909
1940,Eskişehir,206794,103378,103416
1940,Gaziantep,306906,158257,148649
1940,Giresun,279236,134102,145134
1940,Gümüşhane,181290,87562,93728
1940,Hakkari,36446,18460,17986
1940,Hatay,246138,129342,116796
1940,Isparta,171751,80426,91325
1940,İstanbul,991237,538982,452255
1940,İzmir,640107,325459,314648
1940,Kahramanmaraş,202073,101701,100372
1940,Kars,356534,194243,162291
1940,Kastamonu,369847,164223,205624
1940,Kayseri,342969,167373,175596
1940,Kırklareli,256353,170248,86105
1940,Kırşehir,149518,69890,79628
1940,Kocaeli,375530,191901,183629
1940,Konya,620936,300253,320683
1940,Kütahya,359890,168140,191750
1940,Malatya,418473,206980,211493
1940,Manisa,455812,225070,230742
1940,Mardin,252505,126002,126503
1940,Mersin,257709,126130,131579
1940,Muğla,211445,102714,108731
1940,Muş,73939,37720,36219
1940,Niğde,275443,132847,142596
1940,Ordu,305017,143892,161125
1940,Rize,172764,72559,100205
1940,Samsun,363384,178031,185353
1940,Siirt,146522,75338,71184
1940,Sinop,190844,88800,102044
1940,Sivas,468243,231211,237032
1940,Şanlıurfa,245398,125876,119522
1940,Tekirdağ,209888,106742,103146
1940,Tokat,317919,154554,163365
1940,Trabzon,390733,181233,209500
1940,Tunceli,94639,48868,45771
1940,Van,112975,59969,53006
1940,Yozgat,276611,135972,140639
1940,Zonguldak,349783,175866,173917
1935,Adana,383645,199525,184120
1935,Afyonkarahisar,299248,144199,155049
1935,Ağrı,107206,55967,51239
1935,Amasya,128113,62228,65885
1935,Ankara,534025,272843,261182
1935,Antalya,242609,115210,127399
1935,Artvin,271900,120933,150967
1935,Aydın,261078,126081,134997
1935,Balıkesir,481372,236637,244735
1935,Bilecik,125421,60130,65291
1935,Bolu,248027,114923,133104
1935,Burdur,95809,45143,50666
1935,Bursa,442760,217013,225747
1935,Çanakkale,222792,113702,109090
1935,Çankırı,177587,81591,95996
1935,Çorum,284773,137295,147478
1935,Denizli,285918,132822,153096
1935,Diyarbakır,214142,107229,106913
1935,Edirne,184840,92743,92097
1935,Elazığ,256189,128124,128065
1935,Erzincan,157344,77275,80069
1935,Erzurum,385387,189467,195920
1935,Eskişehir,183205,90741,92464
1935,Gaziantep,283506,145811,137695
1935,Giresun,260154,124388,135766
1935,Gümüşhane,162667,78301,84366
1935,Isparta,166441,78278,88163
1935,İstanbul,883599,457343,426256
1935,İzmir,596850,304969,291881
1935,Kahramanmaraş,188877,95029,93848
1935,Kars,305536,160757,144779
1935,Kastamonu,361191,163162,198029
1935,Kayseri,310458,149737,160721
1935,Kırklareli,172697,95498,77199
1935,Kırşehir,145932,68405,77527
1935,Kocaeli,335292,168655,166637
1935,Konya,569684,272133,297551
1935,Kütahya,347682,165072,182610
1935,Malatya,410162,202198,207964
1935,Manisa,426237,208883,217354
1935,Mardin,229921,112599,117322
1935,Mersin,244236,120843,123393
1935,Muğla,196772,93356,103416
1935,Muş,143899,73608,70291
1935,Niğde,247376,119415,127961
1935,Ordu,283054,132940,150114
1935,Samsun,337817,165221,172596
1935,Siirt,127518,63231,64287
1935,Sinop,192303,90768,101535
1935,Sivas,432996,211947,221049
1935,Şanlıurfa,229614,114704,114910
1935,Tekirdağ,194252,100191,94061
1935,Tokat,309863,149809,160054
1935,Trabzon,360679,166514,194165
1935,Van,143434,75053,68381
1935,Yozgat,261821,127623,134198
1935,Zonguldak,322108,158508,163600
1927,Adana,227718,116341,111377
1927,Afyonkarahisar,259377,120398,138979
1927,Aksaray,127031,60407,66624
1927,Amasya,114884,55842,59042
1927,Ankara,404720,205368,199352
1927,Antalya,204372,93212,111160
1927,Artvin,90066,44532,45534
1927,Aydın,212541,99313,113228
1927,Balıkesir,421066,206220,214846
1927,Bilecik,113660,53498,60162
1927,Bitlis,90631,47548,43083
1927,Bolu,218246,98941,119305
1927,Burdur,83614,38678,44936
1927,Bursa,401595,192730,208865
1927,Çanakkale,181735,87676,94059
1927,Çankırı,157219,70606,86613
1927,Çorum,247926,116101,131825
1927,Denizli,245048,110330,134718
1927,Diyarbakır,194316,97387,96929
1927,Edirne,150840,73508,77332
1927,Erzincan,132325,64311,68014
1927,Erzurum,270426,132249,138177
1927,Eskişehir,154332,74580,79752
1927,Gaziantep,215762,105907,109855
1927,Giresun,165033,76175,88858
1927,Gümüşhane,122231,57387,64844
1927,Hakkari,24980,12968,12012
1927,Isparta,144437,69023,75414
1927,İstanbul,794444,404558,389886
1927,İzmir,526005,269262,256743
1927,Kahramanmaraş,186855,93443,93412
1927,Kars,204846,108803,96043
1927,Kastamonu,336501,148579,187922
1927,Kayseri,251370,118488,132882
1927,Kırklareli,108989,54860,54129
1927,Kırşehir,126901,57714,69187
1927,Kocaeli,286600,141366,145234
1927,Konya,504384,238350,266034
1927,Kütahya,302426,139241,163185
1927,Malatya,306882,144627,162255
1927,Manisa,374013,183044,190969
1927,Mardin,183471,90539,92932
1927,Muğla,175390,79921,95469
1927,Niğde,166056,78110,87946
1927,Ordu,202354,90336,112018
1927,Rize,171657,72371,99286
1927,Samsun,274065,131794,142271
1927,Siirt,102433,50353,52080
1927,Sinop,169965,78186,91779
1927,Sivas,329551,153841,175710
1927,Tekirdağ,131446,65565,65881
1927,Tokat,263063,124416,138647
1927,Trabzon,290303,130926,159377
1927,Van,75329,39525,35804
1927,Yozgat,209497,98075,111422
1927,Zonguldak,268909,127366,141543
