Yıl,İl,Toplam,Erkek,Kadın
2014,Erzurum,763320,384356,378964
2014,Eskişehir,812320,405253,407067
2014,Gaziantep,1889466,953760,935706
2014,Giresun,429984,212489,217495
2014,Gümüşhane,146353,74173,72180
2014,Hakkari,276287,148538,127749
2014,Hatay,1519836,763832,756004
2014,Iğdır,192056,98908,93148
2014,Isparta,418780,208837,209943
2014,İstanbul,14377018,7221158,7155860
2014,İzmir,4113072,2050424,2062648
2014,Kahramanmaraş,1089038,553493,535545
2014,Karabük,231333,117450,113883
2014,Karaman,240362,120067,120295
2014,Kars,296466,153676,142790
2014,Kastamonu,368907,183564,185343
2014,Kayseri,1322376,663249,659127
2014,Kırıkkale,271092,135797,135295
2014,Kırklareli,343723,176053,167670
2014,Kırşehir,222707,110948,111759
2014,Kilis,128781,64642,64139
2014,Kocaeli,1722795,872403,850392
2014,Konya,2108808,1046182,1062626
2014,Kütahya,571554,282810,288744
2014,Malatya,769544,383933,385611
2014,Manisa,1367905,686379,681526
2014,Mardin,788996,395968,393028
2014,Mersin,1727255,860306,866949
2014,Muğla,894509,454642,439867
2014,Muş,411216,209668,201548
2014,Nevşehir,286250,142418,143832
2014,Niğde,343898,171934,171964
2014,Ordu,724268,361627,362641
2014,Osmaniye,506807,255935,250872
2014,Rize,329779,163003,166776
2014,Sakarya,932706,467167,465539
2014,Samsun,1269989,627296,642693
2014,Siirt,318366,164098,154268
2014,Sinop,204526,101304,103222
2014,Sivas,623116,309864,313252
2014,Şanlıurfa,1845667,925703,919964
2014,Şırnak,488966,255228,233738
2014,Tekirdağ,906732,466956,439776
2014,Tokat,597920,296867,301053
2014,Trabzon,766782,378509,388273
2014,Tunceli,86527,47973,38554
2014,Uşak,349459,174231,175228
2014,Van,1085542,554791,530751
2014,Yalova,226514,113053,113461
2014,Yozgat,432560,216152,216408
2014,Zonguldak,598796,295878,302918
2013,Adana,2149260,1074778,1074482
2013,Adıyaman,597184,299963,297221
2013,Afyonkarahisar,707123,351007,356116
2013,Ağrı,551177,286161,265016
2013,Aksaray,382806,190540,192266
2013,Amasya,321977,159596,162381
2013,Ankara,5045083,2507525,2537558
2013,Antalya,2158265,1090843,1067422
2013,Ardahan,102782,52937,49845
2013,Artvin,169334,85160,84174
2013,Aydın,1020957,510512,510445
2013,Balıkesir,1162761,581403,581358
2013,Bartın,189139,93422,95717
2013,Batman,547581,275136,272445
2013,Bayburt,75620,38678,36942
2013,Bilecik,208888,108793,100095
2013,Bingöl,265514,135739,129775
2013,Bitlis,337156,174253,162903
2013,Bolu,283496,140572,142924
2013,Burdur,257267,127139,130128
2013,Bursa,2740970,1371914,1369056
2013,Çanakkale,502328,254800,247528
2013,Çankırı,190909,95548,95361
2013,Çorum,532080,263906,268174
2013,Denizli,963464,480224,483240
2013,Diyarbakır,1607437,809791,797646
2013,Düzce,351509,176071,175438
2013,Edirne,398582,201567,197015
2013,Elazığ,568239,282049,286190
2013,Erzincan,219996,111568,108428
2013,Erzurum,766729,384015,382714
2013,Eskişehir,799724,399189,400535
2013,Gaziantep,1844438,930972,913466
2013,Giresun,425007,209961,215046
2013,Gümüşhane,141412,71653,69759
2013,Hakkari,273041,146155,126886
2013,Hatay,1503066,756248,746818
2013,Iğdır,190424,98008,92416
2013,Isparta,417774,208146,209628
2013,İstanbul,14160467,7115721,7044746
2013,İzmir,4061074,2027334,2033740
2013,Kahramanmaraş,1075706,546943,528763
2013,Karabük,230251,117075,113176
2013,Karaman,237939,118380,119559
2013,Kars,300874,155625,145249
2013,Kastamonu,368093,183188,184905
2013,Kayseri,1295355,649851,645504
2013,Kırıkkale,274658,137639,137019
2013,Kırklareli,340559,173916,166643
2013,Kırşehir,223498,111435,112063
2013,Kilis,128586,64346,64240
2013,Kocaeli,1676202,849465,826737
2013,Konya,2079225,1031563,1047662
2013,Kütahya,572059,283574,288485
2013,Malatya,762538,380704,381834
2013,Manisa,1359463,682097,677366
2013,Mardin,779738,391422,388316
2013,Mersin,1705774,849548,856226
2013,Muğla,866665,441531,425134
2013,Muş,412553,210513,202040
2013,Nevşehir,285460,141239,144221
2013,Niğde,343658,171750,171908
2013,Ordu,731452,366011,365441
2013,Osmaniye,498981,251314,247667
2013,Rize,328205,162918,165287
2013,Sakarya,917373,458987,458386
2013,Samsun,1261810,623435,638375
2013,Siirt,314153,161802,152351
2013,Sinop,204568,101270,103298
2013,Sivas,623824,311798,312026
2013,Şanlıurfa,1801980,901868,900112
2013,Şırnak,475255,246547,228708
2013,Tekirdağ,874475,450149,424326
2013,Tokat,598708,297166,301542
2013,Trabzon,758237,374562,383675
2013,Tunceli,85428,47639,37789
2013,Uşak,346508,172573,173935
2013,Van,1070113,545479,524634
2013,Yalova,220122,110142,109980
2013,Yozgat,444211,221989,222222
2013,Zonguldak,601567,296910,304657
2012,Adana,2125635,1061264,1064371
2012,Adıyaman,595261,298737,296524
2012,Afyonkarahisar,703948,348548,355400
2012,Ağrı,552404,287490,264914
2012,Aksaray,379915,188945,190970
2012,Amasya,322283,159386,162897
2012,Ankara,4965542,2474456,2491086
2012,Antalya,2092537,1058070,1034467
2012,Ardahan,106643,55824,50819
2012,Artvin,167082,84060,83022
2012,Aydın,1006541,502337,504204
2012,Balıkesir,1160731,581171,579560
2012,Bartın,188436,92922,95514
2012,Batman,534205,268941,265264
2012,Bayburt,75797,39438,36359
2012,Bilecik,204116,105389,98727
2012,Bingöl,262507,134570,127937
2012,Bitlis,337253,175365,161888
2012,Bolu,281080,139805,141275
2012,Burdur,254341,125343,128998
2012,Bursa,2688171,1343894,1344277
2012,Çanakkale,493691,250633,243058
2012,Çankırı,184406,92394,92012
2012,Çorum,529975,262155,267820
2012,Denizli,950557,473041,477516
2012,Diyarbakır,1592167,804952,787215
2012,Düzce,346493,173226,173267
2012,Edirne,399708,203656,196052
2012,Elazığ,562703,279599,283104
2012,Erzincan,217886,110569,107317
2012,Erzurum,778195,391290,386905
2012,Eskişehir,789750,393760,395990
2012,Gaziantep,1799558,907172,892386
2012,Giresun,419555,207160,212395
2012,Gümüşhane,135216,68466,66750
2012,Hakkari,279982,154526,125456
2012,Hatay,1483674,743385,740289
2012,Iğdır,190409,98537,91872
2012,Isparta,416663,207658,209005
2012,İstanbul,13854740,6956908,6897832
2012,İzmir,4005459,1999246,2006213
2012,Kahramanmaraş,1063174,539998,523176
2012,Karabük,225145,113852,111293
2012,Karaman,235424,116848,118576
2012,Kars,304821,158403,146418
2012,Kastamonu,359808,177647,182161
2012,Kayseri,1274968,640095,634873
2012,Kırıkkale,274727,137324,137403
2012,Kırklareli,341218,175515,165703
2012,Kırşehir,221209,110008,111201
2012,Kilis,124320,62293,62027
2012,Kocaeli,1634691,828071,806620
2012,Konya,2052281,1014292,1037989
2012,Kütahya,573421,284909,288512
2012,Malatya,762366,381025,381341
2012,Manisa,1346162,673700,672462
2012,Mardin,773026,388736,384290
2012,Mersin,1682848,838102,844746
2012,Muğla,851145,434539,416606
2012,Muş,413260,211516,201744
2012,Nevşehir,285190,140952,144238
2012,Niğde,340270,170075,170195
2012,Ordu,741371,370631,370740
2012,Osmaniye,492135,247957,244178
2012,Rize,324152,160351,163801
2012,Sakarya,902267,451295,450972
2012,Samsun,1251722,617095,634627
2012,Siirt,310879,160813,150066
2012,Sinop,201311,99540,101771
2012,Sivas,623535,311893,311642
2012,Şanlıurfa,1762075,881521,880554
2012,Şırnak,466982,244221,222761
2012,Tekirdağ,852321,439124,413197
2012,Tokat,613990,304742,309248
2012,Trabzon,757898,374677,383221
2012,Tunceli,86276,49998,36278
2012,Uşak,342269,169997,172272
2012,Van,1051975,538121,513854
2012,Yalova,211799,105963,105836
2012,Yozgat,453211,226740,226471
2012,Zonguldak,606527,299301,307226
2011,Adana,2108805,1052873,1055932
2011,Adıyaman,593931,298204,295727
2011,Afyonkarahisar,698626,347311,351315
2011,Ağrı,555479,291340,264139
2011,Aksaray,378823,187892,190931
2011,Amasya,323079,160112,162967
2011,Ankara,4890893,2439058,2451835
2011,Antalya,2043482,1034655,1008827
2011,Ardahan,107455,56467,50988
2011,Artvin,166394,83732,82662
2011,Aydın,999163,499194,499969
2011,Balıkesir,1154314,577658,576656
2011,Bartın,187291,91841,95450
2011,Batman,524499,263901,260598
2011,Bayburt,76724,40292,36432
2011,Bilecik,203849,106691,97158
2011,Bingöl,262263,134647,127616
2011,Bitlis,336624,175257,161367
2011,Bolu,276506,137385,139121
2011,Burdur,250527,123978,126549
2011,Bursa,2652126,1325715,1326411
2011,Çanakkale,486445,249088,237357
2011,Çankırı,177211,88472,88739
2011,Çorum,534578,265163,269415
2011,Denizli,942278,470027,472251
2011,Diyarbakır,1570943,795894,775049
2011,Düzce,342146,170306,171840
2011,Edirne,399316,204389,194927
2011,Elazığ,558556,277151,281405
2011,Erzincan,215277,109583,105694
2011,Erzurum,780847,393081,387766
2011,Eskişehir,781247,388880,392367
2011,Gaziantep,1753596,883086,870510
2011,Giresun,419498,207579,211919
2011,Gümüşhane,132374,67023,65351
2011,Hakkari,272165,147567,124598
2011,Hatay,1474223,741695,732528
2011,Iğdır,188857,97770,91087
2011,Isparta,411245,205423,205822
2011,İstanbul,13624240,6845981,6778259
2011,İzmir,3965232,1979088,1986144
2011,Kahramanmaraş,1054210,534845,519365
2011,Karabük,219728,110575,109153
2011,Karaman,234005,116562,117443
2011,Kars,305755,159179,146576
2011,Kastamonu,359759,177666,182093
2011,Kayseri,1255349,631165,624184
2011,Kırıkkale,274992,137666,137326
2011,Kırklareli,340199,175678,164521
2011,Kırşehir,221015,109796,111219
2011,Kilis,124452,62107,62345
2011,Kocaeli,1601720,812302,789418
2011,Konya,2038555,1009855,1028700
2011,Kütahya,564264,279162,285102
2011,Malatya,757930,379563,378367
2011,Manisa,1340074,671361,668713
2011,Mardin,764033,384735,379298
2011,Mersin,1667939,831244,836695
2011,Muğla,838324,428114,410210
2011,Muş,414706,212717,201989
2011,Nevşehir,283247,139955,143292
2011,Niğde,337553,168125,169428
2011,Ordu,714390,356675,357715
2011,Osmaniye,485357,244239,241118
2011,Rize,323012,159304,163708
2011,Sakarya,888556,445863,442693
2011,Samsun,1251729,617701,634028
2011,Siirt,310468,161252,149216
2011,Sinop,203027,100595,102432
2011,Sivas,627056,314206,312850
2011,Şanlıurfa,1716254,858409,857845
2011,Şırnak,457997,240487,217510
2011,Tekirdağ,829873,427452,402421
2011,Tokat,608299,302449,305850
2011,Trabzon,757353,374426,382927
2011,Tunceli,85062,49016,36046
2011,Uşak,339731,169343,170388
2011,Van,1022532,525144,497388
2011,Yalova,206535,102935,103600
2011,Yozgat,465696,233267,232429
2011,Zonguldak,612406,302370,310036
2010,Adana,2085225,1038575,1046650
2010,Adıyaman,590935,294920,296015
2010,Afyonkarahisar,697559,344822,352737
2010,Ağrı,542022,280518,261504
2010,Aksaray,377505,186956,190549
2010,Amasya,334786,171382,163404
2010,Ankara,4771716,2379226,2392490
2010,Antalya,1978333,1001908,976425
2010,Ardahan,105454,54023,51431
2010,Artvin,164759,82321,82438
2010,Aydın,989862,495363,494499
2010,Balıkesir,1152323,578663,573660
2010,Bartın,187758,91953,95805
2010,Batman,510200,255502,254698
2010,Bayburt,74412,37879,36533
2010,Bilecik,225381,128562,96819
2010,Bingöl,255170,128731,126439
2010,Bitlis,328767,168249,160518
2010,Bolu,271208,133958,137250
2010,Burdur,258868,132337,126531
2010,Bursa,2605495,1300283,1305212
2010,Çanakkale,490397,254579,235818
2010,Çankırı,179067,89281,89786
2010,Çorum,535405,264759,270646
2010,Denizli,931823,464104,467719
2010,Diyarbakır,1528958,767503,761455
2010,Düzce,338188,168075,170113
2010,Edirne,390428,196262,194166
2010,Elazığ,552646,272500,280146
2010,Erzincan,224949,118876,106073
2010,Erzurum,769085,384630,384455
2010,Eskişehir,764584,378275,386309
2010,Gaziantep,1700763,855384,845379
2010,Giresun,419256,206730,212526
2010,Gümüşhane,129618,65031,64587
2010,Hakkari,251302,128988,122314
2010,Hatay,1480571,756196,724375
2010,Iğdır,184418,94443,89975
2010,Isparta,448298,242472,205826
2010,İstanbul,13255685,6655094,6600591
2010,İzmir,3948848,1985368,1963480
2010,Kahramanmaraş,1044816,528711,516105
2010,Karabük,227610,118200,109410
2010,Karaman,232633,115432,117201
2010,Kars,301766,154817,146949
2010,Kastamonu,361222,178875,182347
2010,Kayseri,1234651,621667,612984
2010,Kırıkkale,276647,137792,138855
2010,Kırklareli,332791,168709,164082
2010,Kırşehir,221876,110020,111856
2010,Kilis,123135,60846,62289
2010,Kocaeli,1560138,788267,771871
2010,Konya,2013845,996157,1017688
2010,Kütahya,590496,305634,284862
2010,Malatya,740643,369049,371594
2010,Manisa,1379484,714064,665420
2010,Mardin,744606,371019,373587
2010,Mersin,1647899,819515,828384
2010,Muğla,817503,416029,401474
2010,Muş,406886,207115,199771
2010,Nevşehir,282337,139123,143214
2010,Niğde,337931,167551,170380
2010,Ordu,719183,358386,360797
2010,Osmaniye,479221,240295,238926
2010,Rize,319637,157161,162476
2010,Sakarya,872872,436494,436378
2010,Samsun,1252693,620015,632678
2010,Siirt,300695,153028,147667
2010,Sinop,202740,100147,102593
2010,Sivas,642224,328304,313920
2010,Şanlıurfa,1663371,831382,831989
2010,Şırnak,430109,219187,210922
2010,Tekirdağ,798109,406744,391365
2010,Tokat,617802,310193,307609
2010,Trabzon,763714,377059,386655
2010,Tunceli,76699,40658,36041
2010,Uşak,338019,168064,169955
2010,Van,1035418,525788,509630
2010,Yalova,203741,101662,102079
2010,Yozgat,476096,237792,238304
2010,Zonguldak,619703,307550,312153
2009,Adana,2062226,1029640,1032586
2009,Adıyaman,588475,294213,294262
2009,Afyonkarahisar,701326,348194,353132
2009,Ağrı,537665,280000,257665
2009,Aksaray,376907,187633,189274
2009,Amasya,324268,161646,162622
2009,Ankara,4650802,2318633,2332169
2009,Antalya,1919729,973554,946175
2009,Ardahan,108169,56093,52076
2009,Artvin,165580,83139,82441
2009,Aydın,979155,489857,489298
2009,Balıkesir,1140085,570664,569421
2009,Bartın,188449,92808,95641
2009,Batman,497998,250612,247386
2009,Bayburt,74710,38130,36580
2009,Bilecik,202061,105929,96132
2009,Bingöl,255745,130375,125370
2009,Bitlis,328489,169492,158997
2009,Bolu,271545,135227,136318
2009,Burdur,251550,125825,125725
2009,Bursa,2550645,1273491,1277154
2009,Çanakkale,477735,243643,234092
2009,Çankırı,185019,92714,92305
2009,Çorum,540704,268501,272203
2009,Denizli,926362,462914,463448
2009,Diyarbakır,1515011,767926,747085
2009,Düzce,335156,167696,167460
2009,Edirne,395463,201450,194013
2009,Elazığ,550667,273212,277455
2009,Erzincan,213288,108920,104368
2009,Erzurum,774207,389761,384446
2009,Eskişehir,755427,374990,380437
2009,Gaziantep,1653670,831911,821759
2009,Giresun,421860,209355,212505
2009,Gümüşhane,130976,65874,65102
2009,Hakkari,256761,135884,120877
2009,Hatay,1448418,733163,715255
2009,Iğdır,183486,94611,88875
2009,Isparta,420796,214788,206008
2009,İstanbul,12915158,6498997,6416161
2009,İzmir,3868308,1933681,1934627
2009,Kahramanmaraş,1037491,526401,511090
2009,Karabük,218564,109389,109175
2009,Karaman,231872,115069,116803
2009,Kars,306536,159411,147125
2009,Kastamonu,359823,177152,182671
2009,Kayseri,1205872,607022,598850
2009,Kırıkkale,280834,140172,140662
2009,Kırklareli,333179,170136,163043
2009,Kırşehir,223102,110423,112679
2009,Kilis,122104,60538,61566
2009,Kocaeli,1522408,771502,750906
2009,Konya,1992675,985438,1007237
2009,Kütahya,571804,285911,285893
2009,Malatya,736884,368235,368649
2009,Manisa,1331957,669724,662233
2009,Mardin,737852,370911,366941
2009,Mersin,1640888,823453,817435
2009,Muğla,802381,410089,392292
2009,Muş,404484,207251,197233
2009,Nevşehir,284025,140348,143677
2009,Niğde,339921,169704,170217
2009,Ordu,723507,361422,362085
2009,Osmaniye,471804,236751,235053
2009,Rize,319569,157753,161816
2009,Sakarya,861570,431261,430309
2009,Samsun,1250076,618849,631227
2009,Siirt,303622,157578,146044
2009,Sinop,201134,99259,101875
2009,Sivas,633347,318905,314442
2009,Şanlıurfa,1613737,809222,804515
2009,Şırnak,430424,225115,205309
2009,Tekirdağ,783310,402789,380521
2009,Tokat,624439,311837,312602
2009,Trabzon,765127,378602,386525
2009,Tunceli,83061,47290,35771
2009,Uşak,335860,166944,168916
2009,Van,1022310,523864,498446
2009,Yalova,202531,101357,101174
2009,Yozgat,487365,244172,243193
2009,Zonguldak,619812,306075,313737
2008,Adana,2026319,1009001,1017318
2008,Adıyaman,585067,291660,293407
2008,Afyonkarahisar,697365,345899,351466
2008,Ağrı,532180,276508,255672
2008,Aksaray,370598,183953,186645
2008,Amasya,323675,161380,162295
2008,Ankara,4548939,2267779,2281160
2008,Antalya,1859275,942262,917013
2008,Ardahan,112242,58673,53569
2008,Artvin,166584,83486,83098
2008,Aydın,965500,482434,483066
2008,Balıkesir,1130276,564175,566101
2008,Bartın,185368,90419,94949
2008,Batman,485616,244981,240635
2008,Bayburt,75675,38743,36932
2008,Bilecik,193169,97631,95538
2008,Bingöl,256091,130979,125112
2008,Bitlis,326897,168495,158402
2008,Bolu,268882,134056,134826
2008,Burdur,247437,121980,125457
2008,Bursa,2507963,1253151,1254812
2008,Çanakkale,474791,242471,232320
2008,Çankırı,176093,87914,88179
2008,Çorum,545444,270107,275337
2008,Denizli,917836,458787,459049
2008,Diyarbakır,1492828,757497,735331
2008,Düzce,328611,163656,164955
2008,Edirne,394644,202714,191930
2008,Elazığ,547562,271330,276232
2008,Erzincan,210645,107415,103230
2008,Erzurum,774967,391588,383379
2008,Eskişehir,741739,368486,373253
2008,Gaziantep,1612223,810768,801455
2008,Giresun,421766,209058,212708
2008,Gümüşhane,131367,65749,65618
2008,Hakkari,258590,138494,120096
2008,Hatay,1413287,708579,704708
2008,Iğdır,184025,95195,88830
2008,Isparta,407463,204080,203383
2008,İstanbul,12697164,6386772,6310392
2008,İzmir,3795978,1897792,1898186
2008,Kahramanmaraş,1029298,521728,507570
2008,Karabük,216248,106808,109440
2008,Karaman,230145,114230,115915
2008,Kars,312128,163678,148450
2008,Kastamonu,360424,176832,183592
2008,Kayseri,1184386,595275,589111
2008,Kırıkkale,279325,139909,139416
2008,Kırklareli,336942,174083,162859
2008,Kırşehir,222735,110338,112397
2008,Kilis,120991,59787,61204
2008,Kocaeli,1490358,756092,734266
2008,Konya,1969868,974700,995168
2008,Kütahya,565884,280370,285514
2008,Malatya,733789,366759,367030
2008,Manisa,1316750,656051,660699
2008,Mardin,750697,378451,372246
2008,Mersin,1602908,796911,805997
2008,Muğla,791424,405079,386345
2008,Muş,404309,207270,197039
2008,Nevşehir,281699,139025,142674
2008,Niğde,338447,169377,169070
2008,Ordu,719278,358910,360368
2008,Osmaniye,464704,232118,232586
2008,Rize,319410,157650,161760
2008,Sakarya,851292,426366,424926
2008,Samsun,1233677,607501,626176
2008,Siirt,299819,155747,144072
2008,Sinop,200791,98961,101830
2008,Sivas,631112,316848,314264
2008,Şanlıurfa,1574224,788278,785946
2008,Şırnak,429287,226261,203026
2008,Tekirdağ,770772,398898,371874
2008,Tokat,617158,306757,310401
2008,Trabzon,748982,370217,378765
2008,Tunceli,86449,49709,36740
2008,Uşak,334111,165506,168605
2008,Van,1004369,516525,487844
2008,Yalova,197412,99037,98375
2008,Yozgat,484206,242018,242188
2008,Zonguldak,619151,304997,314154
2007,Adana,2006650,994864,1011786
2007,Adıyaman,582762,288615,294147
2007,Afyonkarahisar,701572,348589,352983
2007,Ağrı,530879,275243,255636
2007,Aksaray,366109,180007,186102
2007,Amasya,328674,165957,162717
2007,Ankara,4466756,2225033,2241723
2007,Antalya,1789295,908000,881295
2007,Ardahan,112721,58095,54626
2007,Artvin,168092,84025,84067
2007,Aydın,946971,473481,473490
2007,Balıkesir,1118313,559546,558767
2007,Bartın,182131,88784,93347
2007,Batman,472487,236314,236173
2007,Bayburt,76609,38952,37657
2007,Bilecik,203777,108299,95478
2007,Bingöl,251552,128144,123408
2007,Bitlis,327886,168668,159218
2007,Bolu,270417,134502,135915
2007,Burdur,251181,126094,125087
2007,Bursa,2439876,1218749,1221127
2007,Çanakkale,476128,244613,231515
2007,Çankırı,174012,86692,87320
2007,Çorum,549828,271942,277886
2007,Denizli,907325,453756,453569
2007,Diyarbakır,1460714,735561,725153
2007,Düzce,323328,160823,162505
2007,Edirne,396462,203569,192893
2007,Elazığ,541258,266284,274974
2007,Erzincan,213538,110282,103256
2007,Erzurum,784941,393589,391352
2007,Eskişehir,724849,359393,365456
2007,Gaziantep,1560023,779863,780160
2007,Giresun,417505,206447,211058
2007,Gümüşhane,130825,65261,65564
2007,Hakkari,246469,128904,117565
2007,Hatay,1386224,696050,690174
2007,Iğdır,181866,92732,89134
2007,Isparta,419845,218146,201699
2007,İstanbul,12573836,6291763,6282073
2007,İzmir,3739353,1872579,1866774
2007,Kahramanmaraş,1004414,506711,497703
2007,Karabük,218463,109429,109034
2007,Karaman,226049,111771,114278
2007,Kars,312205,161787,150418
2007,Kastamonu,360366,176954,183412
2007,Kayseri,1165088,584656,580432
2007,Kırıkkale,280234,139923,140311
2007,Kırklareli,333256,171204,162052
2007,Kırşehir,223170,110301,112869
2007,Kilis,118457,58489,59968
2007,Kocaeli,1437926,728590,709336
2007,Konya,1959082,968666,990416
2007,Kütahya,583910,296167,287743
2007,Malatya,722065,357998,364067
2007,Manisa,1319920,667061,652859
2007,Mardin,745778,373067,372711
2007,Mersin,1595938,801112,794826
2007,Muğla,766156,392403,373753
2007,Muş,405509,206589,198920
2007,Nevşehir,280058,138092,141966
2007,Niğde,331677,164745,166932
2007,Ordu,715409,356553,358856
2007,Osmaniye,452880,225717,227163
2007,Rize,316252,155580,160672
2007,Sakarya,835222,416508,418714
2007,Samsun,1228959,606187,622772
2007,Siirt,291528,150628,140900
2007,Sinop,198412,97032,101380
2007,Sivas,638464,320557,317907
2007,Şanlıurfa,1523099,756655,766444
2007,Şırnak,416001,217068,198933
2007,Tekirdağ,728396,375703,352693
2007,Tokat,620722,309374,311348
2007,Trabzon,740569,364103,376466
2007,Tunceli,84022,47893,36129
2007,Uşak,334115,165235,168880
2007,Van,979671,500068,479603
2007,Yalova,181758,90246,91512
2007,Yozgat,492127,244674,247453
2007,Zonguldak,615890,302827,313063
2000,Adana,1849478,920001,929477
2000,Adıyaman,623811,313362,310449
2000,Afyonkarahisar,812416,409311,403105
2000,Ağrı,528744,273895,254849
2000,Aksaray,396084,195822,200262
2000,Amasya,365231,185594,179637
2000,Ankara,4007860,2027105,1980755
2000,Antalya,1719751,885826,833925
2000,Ardahan,133756,69833,63923
2000,Artvin,191934,96599,95335
2000,Aydın,950757,475817,474940
2000,Balıkesir,1076347,542681,533666
2000,Bartın,184178,87211,96967
2000,Batman,456734,230711,226023
2000,Bayburt,97358,49035,48323
2000,Bilecik,194326,101919,92407
2000,Bingöl,253739,131440,122299
2000,Bitlis,388678,205820,182858
2000,Bolu,270654,137153,133501
2000,Burdur,256803,129007,127796
2000,Bursa,2125140,1064560,1060580
2000,Çanakkale,464975,242539,222436
2000,Çankırı,270355,140353,130002
2000,Çorum,597065,289717,307348
2000,Denizli,850029,426179,423850
2000,Diyarbakır,1362708,692167,670541
2000,Düzce,314266,161927,152339
2000,Edirne,402606,213724,188882
2000,Elazığ,569616,287687,281929
2000,Erzincan,316841,169046,147795
2000,Erzurum,937389,482199,455190
2000,Eskişehir,706009,352264,353745
2000,Gaziantep,1285249,645847,639402
2000,Giresun,523819,263343,260476
2000,Gümüşhane,186953,94879,92074
2000,Hakkari,236581,130682,105899
2000,Hatay,1253726,621505,632221
2000,Iğdır,168634,87083,81551
2000,Isparta,513681,270782,242899
2000,İstanbul,10018735,5088535,4930200
2000,İzmir,3370866,1698819,1672047
2000,Kahramanmaraş,1002384,510662,491722
2000,Karabük,225102,111340,113762
2000,Karaman,243210,120957,122253
2000,Kars,325016,169027,155989
2000,Kastamonu,375476,181511,193965
2000,Kayseri,1060432,529584,530848
2000,Kırıkkale,383508,196430,187078
2000,Kırklareli,328461,172188,156273
2000,Kırşehir,253239,124739,128500
2000,Kilis,114724,57081,57643
2000,Kocaeli,1206085,625309,580776
2000,Konya,2192166,1105020,1087146
2000,Kütahya,656903,332259,324644
2000,Malatya,853658,434497,419161
2000,Manisa,1260169,630241,629928
2000,Mardin,705098,362167,342931
2000,Mersin,1651400,829742,821658
2000,Muğla,715328,376677,338651
2000,Muş,453654,236214,217440
2000,Nevşehir,309914,153088,156826
2000,Niğde,348081,172367,175714
2000,Ordu,887765,441447,446318
2000,Osmaniye,458782,231259,227523
2000,Rize,365938,181200,184738
2000,Sakarya,756168,384140,372028
2000,Samsun,1209137,585759,623378
2000,Siirt,263676,137687,125989
2000,Sinop,225574,109666,115908
2000,Sivas,755091,383254,371837
2000,Şanlıurfa,1443422,748929,694493
2000,Şırnak,353197,193534,159663
2000,Tekirdağ,623591,326399,297192
2000,Tokat,828027,418856,409171
2000,Trabzon,975137,486957,488180
2000,Tunceli,93584,54529,39055
2000,Uşak,322313,159804,162509
2000,Van,877524,448039,429485
2000,Yalova,168593,88750,79843
2000,Yozgat,682919,342771,340148
2000,Zonguldak,615599,300676,314923
1990,Adana,1934907,973878,961029
1990,Adıyaman,513131,256699,256432
1990,Afyonkarahisar,739223,368950,370273
1990,Ağrı,437093,221327,215766
1990,Aksaray,326399,156546,169853
1990,Amasya,357191,179895,177296
1990,Ankara,3236626,1658276,1578350
1990,Antalya,1132211,588656,543555
1990,Artvin,212833,104093,108740
1990,Aydın,824816,416304,408512
1990,Balıkesir,973314,496661,476653
1990,Batman,344669,176547,168122
1990,Bayburt,107330,52607,54723
1990,Bilecik,175526,90978,84548
1990,Bingöl,250966,124710,126256
1990,Bitlis,330115,170982,159133
1990,Bolu,536869,268870,267999
1990,Burdur,254899,129742,125157
1990,Bursa,1603137,810923,792214
1990,Çanakkale,432263,225099,207164
1990,Çankırı,279129,139025,140104
1990,Çorum,609863,294082,315781
1990,Denizli,750882,379129,371753
1990,Diyarbakır,1094996,559446,535550
1990,Edirne,404599,213966,190633
1990,Elazığ,498225,247321,250904
1990,Erzincan,299251,156387,142864
1990,Erzurum,848201,427701,420500
1990,Eskişehir,641057,321928,319129
1990,Gaziantep,1140594,577881,562713
1990,Giresun,499087,246597,252490
1990,Gümüşhane,169375,81621,87754
1990,Hakkari,172479,93913,78566
1990,Hatay,1109754,556548,553206
1990,Isparta,434771,224403,210368
1990,İstanbul,7309190,3798761,3510429
1990,İzmir,2694770,1379778,1314992
1990,Kahramanmaraş,892952,450243,442709
1990,Karaman,217536,106762,110774
1990,Kars,662155,334065,328090
1990,Kastamonu,423611,202583,221028
1990,Kayseri,943484,471874,471610
1990,Kırıkkale,349396,177789,171607
1990,Kırklareli,309512,166073,143439
1990,Kırşehir,256862,124639,132223
1990,Kocaeli,936163,486436,449727
1990,Konya,1750303,873886,876417
1990,Kütahya,578020,289866,288154
1990,Malatya,702055,354141,347914
1990,Manisa,1154418,583838,570580
1990,Mardin,557727,282459,275268
1990,Mersin,1266995,645244,621751
1990,Muğla,562809,294230,268579
1990,Muş,376543,192327,184216
1990,Nevşehir,289509,143812,145697
1990,Niğde,305861,148163,157698
1990,Ordu,830105,408709,421396
1990,Rize,348776,166481,182295
1990,Sakarya,683061,345201,337860
1990,Samsun,1158400,562066,596334
1990,Siirt,243435,124605,118830
1990,Sinop,265153,126205,138948
1990,Sivas,767481,383155,384326
1990,Şanlıurfa,1001455,515980,485475
1990,Şırnak,262006,139534,122472
1990,Tekirdağ,468842,250743,218099
1990,Tokat,719251,354316,364935
1990,Trabzon,795849,386642,409207
1990,Tunceli,133143,67462,65681
1990,Uşak,290283,144224,146059
1990,Van,637433,324624,312809
